title,year,rating
"Pixar Story, The",2007,7.7
Planet Terror,2007,7.0
Primeval,2007,7.2
Ratatouille,2007,8.1
Reign Over Me,2007,7.4
Ricky Gervais Live 3: Fame,2007,7.7
Roman de gare,2007,7.1
"Savages, The",2007,7.1
Secret Sunshine (Milyang),2007,7.5
"Secret of the Grain, The (La graine et le mulet)",2007,7.4
Shooter,2007,7.1
Shotgun Stories,2007,7.1
Sicko,2007,8.0
"Simpsons Movie, The",2007,7.3
Son of Rambow,2007,7.0
Stardust,2007,7.6
Sunshine,2007,7.2
Superbad,2007,7.6
Sweeney Todd: The Demon Barber of Fleet Street,2007,7.3
Talk to Me,2007,7.1
Taxi to the Dark Side,2007,7.5
There Will Be Blood,2007,8.2
Things We Lost in the Fire,2007,7.1
"Timecrimes (Cronocrímenes, Los)",2007,7.1
Tin Man,2007,7.0
Transformers,2007,7.0
Up the Yangtze,2007,7.5
"Vie en Rose, La (Môme, La)",2007,7.6
"Visitor, The",2007,7.6
Waitress,2007,7.0
"Warlords, The (Tau ming chong)",2007,7.0
Zeitgeist: The Movie,2007,8.1
Zodiac,2007,7.7
[REC],2007,7.4
24: Redemption,2008,7.4
35 Shots of Rum (35 rhums),2008,7.1
Anvil! The Story of Anvil,2008,7.9
"Ascent of Money, The",2008,7.9
BURN-E,2008,7.6
"Baader Meinhof Komplex, Der",2008,7.3
"Bank Job, The",2008,7.2
Berlin Calling,2008,7.2
"Betrayal, The (Nerakhoon)",2008,7.0
"Bigger, Stronger, Faster*",2008,7.5
Bill Bailey: Tinselworm,2008,7.2
Body of Lies,2008,7.0
"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The)",2008,7.7
Bride Flight,2008,7.0
Burn After Reading,2008,7.0
"Business of Being Born, The",2008,7.3
Cadillac Records,2008,7.0
Changeling,2008,7.7
Che: Part One,2008,7.1
"Children of Huang Shi, The",2008,7.0
"Class, The (Entre les murs)",2008,7.5
Cloverfield,2008,7.0
"Curious Case of Benjamin Button, The",2008,7.8
"Dark Knight, The",2008,9.0
Dean Spanley,2008,7.2
Dear Zachary: A Letter to a Son About His Father,2008,8.5
Defiance,2008,7.1
"Definitely, Maybe",2008,7.1
"Divo, Il",2008,7.2
Doubt,2008,7.5
Dr. Horrible's Sing-Along Blog,2008,8.4
Encounters at the End of the World,2008,7.1
Every Little Step,2008,7.7
"Express, The",2008,7.2
Felon,2008,7.4
Flame and Citron (Flammen & Citronen),2008,7.2
Flash of Genius,2008,7.0
"Food, Inc.",2008,7.8
Forgetting Sarah Marshall,2008,7.1
Frost/Nixon,2008,7.7
Frozen River,2008,7.1
Futurama: Bender's Game,2008,7.2
Futurama: The Beast with a Billion Backs,2008,7.1
George Carlin: It's Bad for Ya!,2008,8.5
Gomorrah (Gomorra),2008,7.0
Gonzo: The Life and Work of Dr. Hunter S. Thompson,2008,7.6
"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom)",2008,7.2
Goodbye Solo,2008,7.3
Gran Torino,2008,8.1
Happy-Go-Lucky,2008,7.0
Harvard Beats Yale 29-29,2008,7.3
Hellboy II: The Golden Army,2008,7.0
Hunger,2008,7.5
"Hurt Locker, The",2008,7.5
Idiots and Angels,2008,7.0
In Bruges,2008,7.9
Ip Man,2008,8.0
Iron Man,2008,7.9
It Might Get Loud,2008,7.6
JCVD,2008,7.0
Jerichow,2008,7.0
John Adams,2008,8.4
Julia,2008,7.0
Kevin Smith: Sold Out - A Threevening with Kevin Smith,2008,7.7
Kung Fu Panda,2008,7.6
Kung Fu Panda: Secrets of the Furious Five,2008,7.0
Lorna's Silence (Le silence de Lorna),2008,7.1
Louis C.K.: Chewed Up,2008,8.5
Love Exposure (Ai No Mukidashi),2008,8.0
"Lovely, Still",2008,7.1
Man on Wire,2008,7.7
Marley & Me,2008,7.0
Martyrs,2008,7.0
Max Manus,2008,7.3
Mesrine: Killer Instinct (L'instinct de mort),2008,7.5
Mesrine: Public Enemy #1 (L'ennemi public n°1),2008,7.4
Milk,2008,7.5
Miss Pettigrew Lives for a Day,2008,7.0
Nora's Will (Cinco días sin Nora),2008,7.2
Nothing But the Truth,2008,7.1
Of Time and the City,2008,7.2
Paraíso Travel,2008,7.0
Ponyo (Gake no ue no Ponyo),2008,7.6
Presto,2008,8.3
Rambo (Rambo 4),2008,7.0
"Reader, The",2008,7.6
Recount,2008,7.3
Red Cliff (Chi bi),2008,7.3
Religulous,2008,7.6
Rembrandt's J'accuse,2008,7.2
Revanche,2008,7.5
Revolutionary Road,2008,7.3
Ricky Gervais: Out of England - The Stand-Up Special,2008,7.7
RocknRolla,2008,7.2
Roman Polanski: Wanted and Desired,2008,7.2
"Secret Life of Bees, The",2008,7.2
Seven Pounds,2008,7.6
Shine a Light,2008,7.1
Slumdog Millionaire,2008,8.0
South Park: Imaginationland,2008,8.4
Star Wars: The Clone Wars,2008,8.4
Stargate: Continuum,2008,7.4
Stargate: The Ark of Truth,2008,7.2
Sugar,2008,7.2
"Synecdoche, New York",2008,7.5
Séraphine,2008,7.4
Taken,2008,7.7
Tokyo Sonata,2008,7.5
Tropic Thunder,2008,7.1
Two Lovers,2008,7.0
Tyson,2008,7.4
Valentino: The Last Emperor,2008,7.1
Valkyrie,2008,7.1
Vicky Cristina Barcelona,2008,7.1
WALL·E,2008,8.4
Waltz with Bashir (Vals im Bashir),2008,8.0
Wendy and Lucy,2008,7.1
Winter in Wartime (Oorlogswinter),2008,7.0
"Wrestler, The",2008,7.9
Zeitgeist: Addendum,2008,8.2
(500) Days of Summer,2009,7.7
3 Idiots,2009,8.4
9,2009,7.0
Adam,2009,7.1
Afghan Star,2009,7.2
Afro Samurai: Resurrection,2009,7.1
Agora,2009,7.1
Ajami,2009,7.3
Alice,2009,7.2
American: The Bill Hicks Story,2009,7.7
"Art of the Steal, The",2009,7.5
Avatar,2009,7.9
Away We Go,2009,7.0
Best Worst Movie,2009,7.2
Black Dynamite,2009,7.4
"Blind Side, The",2009,7.6
"Boys: The Sherman Brothers' Story, The",2009,7.7
Broken Embraces (Los abrazos rotos),2009,7.2
Brothers,2009,7.1
Capitalism: A Love Story,2009,7.4
Castaway on the Moon (Kimssi pyoryugi),2009,8.0
Cell 211 (Celda 211),2009,7.6
City Island,2009,7.3
Collapse,2009,7.7
"Concert, Le",2009,7.5
Coraline,2009,7.7
"Cove, The",2009,8.4
Crazy Heart,2009,7.2
"Damned United, The",2009,7.5
District 9,2009,7.9
"Education, An",2009,7.3
Everybody's Fine,2009,7.1
Fantastic Mr. Fox,2009,7.9
Fish Tank,2009,7.3
Frequently Asked Questions About Time Travel,2009,7.0
Futurama: Into the Wild Green Yonder,2009,7.2
Garbo the Spy (Garbo: El espía),2009,7.2
Get Low,2009,7.0
"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes)",2009,7.3
Green Lantern: First Flight,2009,7.0
Grey Gardens,2009,7.4
Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale),2009,8.1
"Hangover, The",2009,7.7
Harry Brown,2009,7.2
Harry Potter and the Half-Blood Prince,2009,7.6
Home,2009,8.5
"I Love You, Man",2009,7.0
In the Loop,2009,7.4
Inglourious Basterds,2009,8.4
Invictus,2009,7.3
John Rabe,2009,7.2
Julie & Julia,2009,7.0
Law Abiding Citizen,2009,7.4
Looking for Eric,2009,7.1
"Messenger, The",2009,7.1
Micmacs (Micmacs à tire-larigot),2009,7.1
Moon,2009,7.8
Mother and Child,2009,7.2
Mr. Nobody,2009,7.7
My Sister's Keeper,2009,7.3
Nothing Personal,2009,7.0
Nowhere Boy,2009,7.1
Objectified,2009,7.0
Orphan,2009,7.0
Partly Cloudy,2009,8.1
Pirate Radio,2009,7.3
Polytechnique,2009,7.2
Precious,2009,7.3
"Princess and the Frog, The",2009,7.2
"Prophet, A (Un Prophète)",2009,7.8
Public Enemies,2009,7.0
Red Riding: 1980,2009,7.1
Red Riding: 1983,2009,7.1
"Road, The",2009,7.2
"Secret in Their Eyes, The (El secreto de sus ojos)",2009,8.2
"Secret of Kells, The",2009,7.5
"September Issue, The",2009,7.0
"Serious Man, A",2009,7.0
Sherlock Holmes,2009,7.6
Sin Nombre,2009,7.5
"Single Man, A",2009,7.5
South of the Border,2009,7.0
Star Trek,2009,7.9
Stargate SG-1 Children of the Gods - Final Cut,2009,8.0
State of Play,2009,7.1
Still Bill,2009,7.7
Storm,2009,7.0
Superman/Batman: Public Enemies,2009,7.1
Taking Chance,2009,7.4
Tales from the Script,2009,7.1
Teenage Mutant Ninja Turtles: Turtles Forever,2009,7.6
That Evening Sun,2009,7.0
The Take,2009,7.7
"Time Traveler's Wife, The",2009,7.1
Trailer Park Boys: Countdown to Liquor Day,2009,7.3
Undertow (Contracorriente),2009,7.7
Up,2009,8.3
Up in the Air,2009,7.4
"Very Potter Musical, A",2009,8.8
Watchmen,2009,7.6
Watchmen: Tales of the Black Freighter,2009,7.0
Whatever Works,2009,7.1
"White Ribbon, The (Das weiße Band)",2009,7.8
Will Ferrell: You're Welcome America - A Final Night with George W Bush,2009,7.0
Winnebago Man,2009,7.2
"Yes Men Fix the World, The",2009,7.5
"Yoo-Hoo, Mrs. Goldberg",2009,7.4
"Young Victoria, The",2009,7.2
Zombieland,2009,7.5
127 Hours,2010,7.5
13 Assassins (Jûsan-nin no shikaku),2010,7.5
Animal Kingdom,2010,7.2
Aziz Ansari: Intimate Moments for a Sensual Evening,2010,7.2
Barney's Version,2010,7.3
Batman: Under the Red Hood,2010,8.0
Bedevilled (Kim Bok-nam salinsageonui jeonmal),2010,7.3
Beginners,2010,7.2
Beneath Hill 60,2010,7.0
Biutiful,2010,7.4
Black Swan,2010,8.0
Blue Valentine,2010,7.3
Boy,2010,7.5
Buried,2010,7.0
Carlos,2010,7.6
Catfish,2010,7.1
Cave of Forgotten Dreams,2010,7.4
Chico & Rita,2010,7.2
Cold Fish (Tsumetai nettaigyo),2010,7.1
Conviction,2010,7.2
Despicable Me,2010,7.6
Dog Pound,2010,7.0
Easy A,2010,7.0
Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro),2010,8.0
Even the Rain (También la lluvia),2010,7.4
Exit Through the Gift Shop,2010,7.9
Family Guy Presents: It's a Trap,2010,7.2
"Fighter, The",2010,7.8
"First Grader, The",2010,7.4
Four Lions,2010,7.3
"Game of Death, The (Le Jeu de la Mort)",2010,7.3
GasLand,2010,7.6
"Ghost Writer, The",2010,7.2
Happy People: A Year in the Taiga,2010,7.7
Harry Potter and the Deathly Hallows: Part 1,2010,7.7
How to Train Your Dragon,2010,8.1
I Saw the Devil (Akmareul boatda),2010,7.8
"Illusionist, The (L'illusionniste)",2010,7.5
In a Better World (Hævnen),2010,7.6
Incendies,2010,8.3
Inception,2010,8.8
Inside Job,2010,8.2
Ip Man 2,2010,7.5
It's Kind of a Funny Story,2010,7.1
Jackass 3D,2010,7.0
Jesse Stone: No Remorse,2010,7.2
Joan Rivers: A Piece of Work,2010,7.3
Justice League: Crisis on Two Earths,2010,7.2
Kick-Ass,2010,7.6
"Kids Are All Right, The",2010,7.0
"King's Speech, The",2010,8.0
"Last Play at Shea, The",2010,8.0
Let Me In,2010,7.1
Let the Bullets Fly,2010,7.3
"Life, Above All",2010,7.1
Louis C.K.: Hilarious,2010,8.3
Made in Dagenham,2010,7.1
Megamind,2010,7.3
Mysteries of Lisbon (Mistérios de Lisboa),2010,7.6
Never Let Me Go,2010,7.1
Never Sleep Again: The Elm Street Legacy,2010,8.6
"Next Three Days, The",2010,7.3
Of Gods and Men (Des hommes et des dieux),2010,7.2
Oranges and Sunshine,2010,7.1
Phil Ochs: There But for Fortune,2010,7.8
"Pillars of the Earth, The",2010,8.0
Poetry (Shi),2010,7.8
Public Speaking,2010,7.6
Rabbit Hole,2010,7.0
Red,2010,7.0
Remember Me,2010,7.1
Restrepo,2010,7.4
Ricky Gervais Live 4: Science,2010,7.6
Sarah's Key (Elle s'appelait Sarah),2010,7.5
Scott Pilgrim vs. the World,2010,7.5
Secretariat,2010,7.2
Senna,2010,8.5
Shutter Island,2010,8.2
"Social Network, The",2010,7.8
Steam of Life (Miesten vuoro),2010,7.8
Submarine,2010,7.3
Tabloid,2010,7.0
Tangled,2010,7.7
Temple Grandin,2010,8.2
The Man from Nowhere,2010,7.7
The Pacific,2010,8.3
"Tillman Story, The",2010,7.7
"Town, The",2010,7.5
Toy Story 3,2010,8.3
"Trip, The",2010,8.0
True Grit,2010,7.6
Tucker & Dale vs Evil,2010,7.5
"Two Escobars, The",2010,8.1
Unthinkable,2010,7.0
Upside Down: The Creation Records Story,2010,7.2
"Very Potter Sequel, A",2010,8.7
Waiting for 'Superman',2010,7.4
"Way Back, The",2010,7.3
"Whistleblower, The",2010,7.1
Winter's Bone,2010,7.1
Wishful Drinking,2010,7.4
You Don't Know Jack,2010,7.5
11-11-11 (11-11-11: The Prophecy),2011,7.7
50/50,2011,7.6
"Adjustment Bureau, The",2011,7.0
"Adventures of Tintin, The",2011,7.3
Arthur Christmas,2011,7.1
Batman: Year One,2011,7.3
"Best Exotic Marigold Hotel, The",2011,7.2
"Better Life, A",2011,7.2
"Big Bang, The",2011,8.1
Bill Cunningham New York,2011,7.9
Black Mirror,2011,8.7
BlinkyTM,2011,7.0
Buck,2011,7.6
Burn Notice: The Fall of Sam Axe,2011,7.1
Carnage,2011,7.1
Catching Hell,2011,7.9
Chicken with Plums (Poulet aux prunes),2011,7.0
Comic-Con Episode IV: A Fan's Hope,2011,7.0
Conan O'Brien Can't Stop,2011,7.0
Corman's World: Exploits of a Hollywood Rebel,2011,7.6
"Crazy, Stupid, Love.",2011,7.4
"Descendants, The",2011,7.3
Drive,2011,7.8
Elena,2011,7.3
"Fast Five (Fast and the Furious 5, The)",2011,7.3
"Flowers of War, The (Jin líng shí san chai)",2011,7.5
Foo Fighters: Back and Forth,2011,8.2
George Harrison: Living in the Material World,2011,8.1
"Girl with the Dragon Tattoo, The",2011,7.8
God Bless America,2011,7.1
"Guard, The",2011,7.3
Happy,2011,7.8
Hara-Kiri: Death of a Samurai,2011,7.3
Harry Potter and the Deathly Hallows: Part 2,2011,8.1
"Havre, Le",2011,7.2
"Help, The",2011,8.1
How to Die in Oregon,2011,8.2
Hugo,2011,7.5
"Ides of March, The",2011,7.1
In Darkness,2011,7.3
Into the Abyss,2011,7.3
Intouchables,2011,8.5
Jane Eyre,2011,7.3
Jiro Dreams of Sushi,2011,7.8
"Kid With a Bike, The (Le gamin au vélo)",2011,7.4
Kill the Irishman,2011,7.0
Kung Fu Panda 2,2011,7.3
Limitless,2011,7.4
"Lincoln Lawyer, The",2011,7.3
Louis C.K.: Live at the Beacon Theater,2011,8.3
Margin Call,2011,7.1
Melancholia,2011,7.1
Midnight in Paris,2011,7.6
Mildred Pierce,2011,7.6
Mission: Impossible - Ghost Protocol,2011,7.4
Moneyball,2011,7.6
Monsieur Lazhar,2011,7.5
"Muppets, The",2011,7.1
New Year's Eve,2011,7.5
Once Upon a Time in Anatolia (Bir zamanlar Anadolu'da),2011,7.8
"Oslo, August 31st (Oslo, 31. august)",2011,7.6
Paradise Lost 3: Purgatory,2011,8.0
Pariah,2011,7.2
Perfect Sense,2011,7.0
Pina,2011,7.6
Polisse,2011,7.3
Project Nim,2011,7.4
Rango,2011,7.3
Real Steel,2011,7.1
Rise of the Planet of the Apes,2011,7.6
Samsara,2011,8.4
"Separation, A (Jodaeiye Nader az Simin)",2011,8.3
Shame,2011,7.2
Sherlock Holmes: A Game of Shadows,2011,7.4
"Simple Life, A (Tao jie)",2011,7.5
Sing Your Song,2011,7.5
Soul Surfer,2011,7.0
Source Code,2011,7.5
"Sunset Limited, The",2011,7.3
Super 8,2011,7.0
Take Shelter,2011,7.3
The Artist,2011,7.9
The Raid: Redemption,2011,7.6
These Amazing Shadows,2011,7.6
Thor,2011,7.0
Tinker Tailor Soldier Spy,2011,7.0
Tomboy,2011,7.4
Too Big to Fail,2011,7.3
Tyrannosaur,2011,7.5
"Union, The",2011,7.2
War Horse,2011,7.2
Warrior,2011,8.1
We Bought a Zoo,2011,7.0
We Need to Talk About Kevin,2011,7.5
Win Win,2011,7.1
X-Men: First Class,2011,7.7
Zeitgeist: Moving Forward,2011,8.1
21 Jump Street,2012,7.2
7 Boxes,2012,7.1
"Act of Killing, The",2012,8.2
Ai Weiwei: Never Sorry,2012,7.5
Amour,2012,7.9
"Angels' Share, The",2012,7.0
Argo,2012,7.7
"Avengers, The",2012,8.0
Aziz Ansari: Dangerously Delicious,2012,7.0
Barbara,2012,7.2
"Batman: The Dark Knight Returns, Part 1",2012,7.9
Beasts of the Southern Wild,2012,7.2
Beware of Mr. Baker,2012,7.6
Brave,2012,7.1
"Cabin in the Woods, The",2012,7.2
Carol Channing: Larger Than Life,2012,7.6
Chronicle,2012,7.0
Cloud Atlas,2012,7.4
Crossfire Hurricane,2012,7.4
"Dark Knight Rises, The",2012,8.4
Disconnect,2012,7.5
Django Unchained,2012,8.5
Dredd,2012,7.1
End of Watch,2012,7.6
First Cousin Once Removed,2012,7.5
Flight,2012,7.3
Four Horsemen,2012,7.7
Frances Ha,2012,7.4
"Gatekeepers, The",2012,7.6
Ghost Rider: Spirit of Vengeance,2012,7.0
"Grey, The",2012,8.3
"Hobbit: An Unexpected Journey, The",2012,7.8
"Hollow Crown, The",2012,8.2
Holy Motors,2012,7.0
Hotel Transylvania,2012,7.0
"Hunger Games, The",2012,7.2
"Hunt, The (Jagten)",2012,9.2
"Impossible, The (Imposible, Lo)",2012,7.5
"Imposter, The",2012,7.5
Indie Game: The Movie,2012,7.6
Jack Reacher,2012,7.0
Jim Gaffigan: Mr. Universe,2012,7.7
Justice League: Doom,2012,7.4
Kevin Smith: Burn in Hell,2012,7.4
Kon-Tiki,2012,7.1
"Late Quartet, A",2012,7.1
Lawless,2012,7.2
Life of Pi,2012,7.9
Lincoln,2012,7.3
Looper,2012,7.4
Lore,2012,7.1
"Love, Marilyn",2012,7.2
Marley,2012,7.9
"Master, The",2012,7.1
"Misérables, Les",2012,7.5
Moonrise Kingdom,2012,7.8
Much Ado About Nothing,2012,7.0
Mud,2012,7.4
Pablo,2012,8.4
Paperman,2012,8.2
ParaNorman,2012,7.0
"Patience Stone, The",2012,7.1
People Like Us,2012,7.0
"Perks of Being a Wallflower, The",2012,7.9
"Pervert's Guide to Ideology, The",2012,7.6
"Pirates! Band of Misfits, The",2012,7.5
Pitch Perfect,2012,7.1
"Place Beyond the Pines, The",2012,7.3
Prometheus,2012,7.0
"Queen of Versailles, The",2012,7.1
Rise of the Guardians,2012,7.2
Robot & Frank,2012,7.0
"Royal Affair, A (Kongelig affære, En)",2012,7.5
Ruby Sparks,2012,7.2
Rurouni Kenshin (Rurôni Kenshin: Meiji kenkaku roman tan),2012,7.4
Rust and Bone (De rouille et d'os),2012,7.4
"Sapphires, The",2012,7.0
"Scapegoat, The",2012,7.2
Searching for Sugar Man,2012,8.2
"Sessions, The (Surrogate, The)",2012,7.2
Seven Psychopaths,2012,7.1
Side by Side,2012,7.6
Silver Linings Playbook,2012,7.7
Skyfall,2012,7.8
Superman vs. The Elite,2012,7.0
Talaash,2012,7.2
Tangled Ever After,2012,7.5
We Are Legion: The Story of the Hacktivists,2012,7.2
What Maisie Knew,2012,7.4
Wolf Children (Okami kodomo no ame to yuki),2012,8.1
"Words, The",2012,7.0
Wreck-It Ralph,2012,7.7
Zero Dark Thirty,2012,7.4
12 Years a Slave,2013,8.1
20 Feet from Stardom (Twenty Feet from Stardom),2013,7.4
42,2013,7.5
50 Children: The Rescue Mission of Mr. And Mrs. Kraus,2013,7.6
A Wolf at the Door,2013,7.4
American Hustle,2013,7.2
August: Osage County,2013,7.2
Aziz Ansari: Buried Alive,2013,7.2
"Batman: The Dark Knight Returns, Part 2",2013,8.3
Before Midnight,2013,7.9
Begin Again,2013,7.4
Behind the Candelabra,2013,7.0
Belle,2013,7.3
"Best Offer, The (Migliore offerta, La)",2013,7.8
Bethlehem,2013,7.1
Blackfish,2013,8.1
Blue Is the Warmest Color (La vie d'Adèle),2013,7.7
Blue Jasmine,2013,7.3
Blue Ruin,2013,7.1
"Book Thief, The",2013,7.5
Captain Phillips,2013,7.8
Cargo,2013,7.6
Child's Pose,2013,7.4
Coherence,2013,7.2
"Conjuring, The",2013,7.5
"Croods, The",2013,7.1
Dallas Buyers Club,2013,7.9
"Dance of Reality, The (Danza de la realidad, La)",2013,7.5
"Day of the Doctor, The",2013,7.8
Despicable Me 2,2013,7.3
Enough Said,2013,7.0
"Fast & Furious 6 (Fast and the Furious 6, The)",2013,7.2
Filth,2013,7.0
From One Second to the Next,2013,7.3
Frozen,2013,7.4
Fruitvale Station,2013,7.5
"Garden of Words, The (Koto no ha no niwa)",2013,7.4
Gideon's Army,2013,7.7
Gravity,2013,7.7
"Great Beauty, The (Grande Bellezza, La)",2013,7.7
"Great Gatsby, The",2013,7.2
Her,2013,8.0
"Hobbit: The Desolation of Smaug, The",2013,7.8
"Hunger Games: Catching Fire, The",2013,7.5
Ida,2013,7.4
Inside Llewyn Davis,2013,7.4
Iron Man 3,2013,7.1
Is the Man Who Is Tall Happy?,2013,7.1
Jodorowsky's Dune,2013,8.0
Justice League: The Flashpoint Paradox,2013,8.1
Kumail Nanjiani: Beta Male,2013,7.0
Locke,2013,7.1
Lone Survivor,2013,7.5
Louis C.K.: Oh My God,2013,8.3
Man of Steel,2013,7.1
Mandela: Long Walk to Freedom,2013,7.1
Monsters University,2013,7.2
Nebraska,2013,7.7
New World (Shin-sae-gye),2013,7.5
Now You See Me,2013,7.2
Oblivion,2013,7.0
Omar,2013,7.5
Only Lovers Left Alive,2013,7.2
Philomena,2013,7.6
Prisoners,2013,8.2
"Railway Man, The",2013,7.1
Rush,2013,8.1
Saving Mr. Banks,2013,7.5
"Secret Life of Walter Mitty, The",2013,7.3
"Selfish Giant, The",2013,7.3
Short Term 12,2013,7.9
Side Effects,2013,7.1
Six by Sondheim,2013,7.9
Snowpiercer,2013,7.1
Star Trek Into Darkness,2013,7.7
Starred Up,2013,7.3
TPB AFK: The Pirate Bay Away from Keyboard,2013,7.4
"Tale of Princess Kaguya, The (Kaguyahime no monogatari)",2013,8.0
The Spectacular Now,2013,7.0
"Touch of Sin, A (Tian zhu ding)",2013,7.1
"Way, Way Back, The",2013,7.4
We Are the Best! (Vi är bäst!),2013,7.1
We're the Millers,2013,7.0
"Wind Rises, The (Kaze tachinu)",2013,7.8
Wolf,2013,8.2
"Wolf of Wall Street, The",2013,8.2
World War Z,2013,7.0
"Young and Prodigious T.S. Spivet, The (L'extravagant voyage du jeune et prodigieux T.S. Spivet)",2013,7.0
'71,2014,7.2
22 Jump Street,2014,7.0
A Hard Day,2014,7.2
A Most Violent Year,2014,7.0
American Sniper,2014,7.3
Batman: Assault on Arkham,2014,7.4
Big Eyes,2014,7.0
Big Hero 6,2014,7.8
Bill Burr: I'm Sorry You Feel That Way,2014,8.2
Birdman: Or (The Unexpected Virtue of Ignorance),2014,7.7
Boyhood,2014,7.9
Calvary,2014,7.4
Captain America: The Winter Soldier,2014,7.7
Chef,2014,7.3
Citizenfour,2014,8.0
Dawn of the Planet of the Apes,2014,7.6
Edge of Tomorrow,2014,7.9
"Electric Boogaloo: The Wild, Untold Story of Cannon Films",2014,7.4
"Equalizer, The",2014,7.2
Feast,2014,8.2
Force Majeure (Turist),2014,7.2
Foxcatcher,2014,7.0
Fury,2014,7.6
Girlhood,2014,7.0
Gone Girl,2014,8.1
"Grand Budapest Hotel, The",2014,8.1
Guardians of the Galaxy,2014,8.0
How to Train Your Dragon 2,2014,7.8
In Order of Disappearance (Kraftidioten),2014,7.1
"Internet's Own Boy: The Story of Aaron Swartz, The",2014,8.0
Interstellar,2014,8.7
John Wick,2014,7.4
Johnny Express,2014,7.7
"Judge, The",2014,7.4
Justice League: War,2014,7.2
Leviathan,2014,7.6
Life Itself,2014,7.8
Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,2014,7.5
Nightcrawler,2014,7.8
Nixon by Nixon: In His Own Words,2014,7.5
Olive Kitteridge,2014,8.3
PK,2014,8.1
Paddington,2014,7.3
Predestination,2014,7.4
Pride,2014,7.8
Rurouni Kenshin: Kyoto Inferno,2014,7.5
Rurouni Kenshin: The Legend Ends,2014,7.5
Selma,2014,7.5
Song of the Sea,2014,8.0
St. Vincent,2014,7.2
Still Alice,2014,7.5
Testament of Youth,2014,7.2
The Admiral: Roaring Currents,2014,7.1
The Dark Valley,2014,7.1
The Drop,2014,7.0
The Fault in Our Stars,2014,7.7
The Fool,2014,8.0
The Good Lie,2014,7.4
The Hobbit: The Battle of the Five Armies,2014,7.4
The Hundred-Foot Journey,2014,7.3
The Imitation Game,2014,8.0
The Lego Movie,2014,7.7
The Raid 2: Berandal,2014,7.9
The Road Within,2014,7.0
The Salt of the Earth,2014,8.4
The Theory of Everything,2014,7.7
Timbuktu,2014,7.1
Unbroken,2014,7.2
Virunga,2014,8.1
What We Do in the Shadows,2014,7.6
When Marnie Was There,2014,7.6
Whiplash,2014,8.5
Who Am I (Kein System Ist Sicher),2014,7.4
Wild,2014,7.1
Wild Tales,2014,8.1
X-Men: Days of Future Past,2014,7.9
Ant-Man,2015,7.2
Avengers: Age of Ultron,2015,7.3
Batman vs. Robin,2015,7.1
Bone Tomahawk,2015,7.1
Bridge of Spies,2015,7.6
Brooklyn,2015,7.5
Creed,2015,7.6
Dope,2015,7.2
Everest,2015,7.1
Far from the Madding Crowd,2015,7.1
Furious 7,2015,7.1
Going Clear: Scientology and the Prison of Belief,2015,8.0
Inside Out,2015,8.1
"Intern, The",2015,7.1
Justice League: Gods and Monsters,2015,7.0
Kingsman: The Secret Service,2015,7.6
Kung Fury,2015,8.0
Little Boy,2015,7.3
Louis C.K.: Live at The Comedy Store,2015,7.8
Love & Mercy,2015,7.4
Mad Max: Fury Road,2015,8.1
"Man from U.N.C.L.E., The",2015,7.2
Marco Polo: One Hundred Eyes,2015,7.7
"Martian, The",2015,8.0
Me and Earl and the Dying Girl,2015,7.7
Mission: Impossible - Rogue Nation,2015,7.4
Pawn Sacrifice,2015,7.0
Runoff,2015,7.7
Shaun the Sheep Movie,2015,7.3
Sicario,2015,7.7
Sinatra: All or Nothing at All,2015,8.0
Southpaw,2015,7.3
Spotlight,2015,8.1
Spy,2015,7.0
Star Wars: Episode VII - The Force Awakens,2015,7.8
Steve Jobs,2015,7.2
Straight Outta Compton,2015,7.8
Sweet Red Bean Paste,2015,7.4
Tangerine,2015,7.1
The Big Short,2015,7.8
The End of the Tour,2015,7.2
The Face of an Angel,2015,7.0
The Gift,2015,7.0
The Hateful Eight,2015,7.8
The Jinx: The Life and Deaths of Robert Durst,2015,8.6
The Revenant,2015,8.0
"What Happened, Miss Simone?",2015,7.6
Woman in Gold,2015,7.3
